edge_id,source,target,source_label,target_label,relation_type,weight,evidence_type,evidence_id,date,description,confidence,source_file,quote_or_note
E00794,Linnea_Bergen,Axel_Calzas,Linnea Bergen,Axel Calzas,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00795,Linnea_Bergen,Lucas_Alcazar,Linnea Bergen,Lucas Alcazar,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00796,Anda_Ribera,Valeria_Morlun,Anda Ribera,Valeria Morlun,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00797,Felix_Resumir,Isia_Vann,Felix Resumir,Isia Vann,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00798,Dante_Coginian,Lucas_Alcazar,Dante Coginian,Lucas Alcazar,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00799,Vira_Frente,Adra_Nubarron,Vira Frente,Adra Nubarron,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00800,Lucas_Alcazar,Dante_Coginian,Lucas Alcazar,Dante Coginian,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00801,Marin_Onda,Isande_Borrasca,Marin Onda,Isande Borrasca,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00802,Marin_Onda,Elsa_Orilla,Marin Onda,Elsa Orilla,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00803,Marin_Onda,Lars_Azada,Marin Onda,Lars Azada,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00804,Dylan_Scozzese,Bertrand_Ovan,Dylan Scozzese,Bertrand Ovan,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00805,Lucas_Alcazar,Linnea_Bergen,Lucas Alcazar,Linnea Bergen,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00806,Willem_Vasco_Pais,Inga_Ferro,Willem Vasco-Pais,Inga Ferro,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00807,Cecilia_Morluniau,Varro_Awelon,Cecilia Morluniau,Varro Awelon,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00808,Orhan_Strum,Ingrid_Barranco,Orhan Strum,Ingrid Barranco,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00809,Hideki_Cocinaro,Cornelia_Lais,Hideki Cocinaro,Cornelia Lais,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00810,Birgitta_Frente,Kare_Orilla,Birgitta Frente,Kare Orilla,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00811,Birgitta_Frente,Isande_Borrasca,Birgitta Frente,Isande Borrasca,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00812,Birgitta_Frente,Gustav_Cazar,Birgitta Frente,Gustav Cazar,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00813,Birgitta_Frente,Marin_Onda,Birgitta Frente,Marin Onda,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00814,Birgitta_Frente,Axel_Calzas,Birgitta Frente,Axel Calzas,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00815,Cornelia_Lais,Hideki_Cocinaro,Cornelia Lais,Hideki Cocinaro,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00816,Anda_Ribera,Gustav_Cazar,Anda Ribera,Gustav Cazar,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00817,Kare_Orilla,Lars_Azada,Kare Orilla,Lars Azada,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00818,Kare_Orilla,Vira_Frente,Kare Orilla,Vira Frente,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00819,Edvard_Vann,Henk_Mies,Edvard Vann,Henk Mies,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00820,Edvard_Vann,Stenig_Fusil,Edvard Vann,Stenig Fusil,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00821,Ada_Campo_Corrente,Ruscella_Mies_Haber,Ada Campo-Corrente,Ruscella Mies Haber,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00822,Adan_Morlun,Bertrand_Ovan,Adan Morlun,Bertrand Ovan,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00823,Loreto_Bodrogi,Stenig_Fusil,Loreto Bodrogi,Stenig Fusil,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00824,Loreto_Bodrogi,Kanon_Herrero,Loreto Bodrogi,Kanon Herrero,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00825,Hennie_Osvaldo,Lars_Azada,Hennie Osvaldo,Lars Azada,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00826,Hennie_Osvaldo,Isande_Borrasca,Hennie Osvaldo,Isande Borrasca,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00827,Hennie_Osvaldo,Axel_Calzas,Hennie Osvaldo,Axel Calzas,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00828,Hennie_Osvaldo,Gustav_Cazar,Hennie Osvaldo,Gustav Cazar,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00829,Hennie_Osvaldo,Lidelse_Dedos,Hennie Osvaldo,Lidelse Dedos,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00830,Hennie_Osvaldo,Birgitta_Frente,Hennie Osvaldo,Birgitta Frente,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00831,Hennie_Osvaldo,Vira_Frente,Hennie Osvaldo,Vira Frente,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00832,Hennie_Osvaldo,Adra_Nubarron,Hennie Osvaldo,Adra Nubarron,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00833,Hennie_Osvaldo,Marin_Onda,Hennie Osvaldo,Marin Onda,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00834,Hennie_Osvaldo,Kare_Orilla,Hennie Osvaldo,Kare Orilla,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00835,Hennie_Osvaldo,Elsa_Orilla,Hennie Osvaldo,Elsa Orilla,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00836,Hennie_Osvaldo,Brand_Tempestad,Hennie Osvaldo,Brand Tempestad,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00837,Hennie_Osvaldo,Ingrid_Barranco,Hennie Osvaldo,Ingrid Barranco,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00838,Hennie_Osvaldo,Ada_Campo_Corrente,Hennie Osvaldo,Ada Campo-Corrente,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00839,Hennie_Osvaldo,Sten_Sanjorge_Jr,Hennie Osvaldo,Sten Sanjorge Jr,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00840,Hennie_Osvaldo,Orhan_Strum,Hennie Osvaldo,Orhan Strum,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00841,Hennie_Osvaldo,Willem_Vasco_Pais,Hennie Osvaldo,Willem Vasco-Pais,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00842,Hennie_Osvaldo,Bertrand_Ovan,Hennie Osvaldo,Bertrand Ovan,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00843,Hennie_Osvaldo,Albina_Hafon,Hennie Osvaldo,Albina Hafon,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00844,Hennie_Osvaldo,Benito_Hawelon,Hennie Osvaldo,Benito Hawelon,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00845,Hennie_Osvaldo,Claudio_Hawelon,Hennie Osvaldo,Claudio Hawelon,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00846,Hennie_Osvaldo,Henk_Mies,Hennie Osvaldo,Henk Mies,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00847,Hennie_Osvaldo,Valeria_Morlun,Hennie Osvaldo,Valeria Morlun,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00848,Hennie_Osvaldo,Adan_Morlun,Hennie Osvaldo,Adan Morlun,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00849,Hennie_Osvaldo,Cecilia_Morluniau,Hennie Osvaldo,Cecilia Morluniau,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00850,Hennie_Osvaldo,Irene_Nant,Hennie Osvaldo,Irene Nant,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00851,Hennie_Osvaldo,Dylan_Scozzese,Hennie Osvaldo,Dylan Scozzese,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00852,Hennie_Osvaldo,Lucas_Alcazar,Hennie Osvaldo,Lucas Alcazar,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00853,Hennie_Osvaldo,Isak_Baza,Hennie Osvaldo,Isak Baza,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00854,Hennie_Osvaldo,Linnea_Bergen,Hennie Osvaldo,Linnea Bergen,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00855,Hennie_Osvaldo,Nils_Calixto,Hennie Osvaldo,Nils Calixto,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00856,Hennie_Osvaldo,Sven_Flecha,Hennie Osvaldo,Sven Flecha,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00857,Hennie_Osvaldo,Emile_Arpa,Hennie Osvaldo,Emile Arpa,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00858,Hennie_Osvaldo,Varro_Awelon,Hennie Osvaldo,Varro Awelon,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00859,Hennie_Osvaldo,Mat_Bramar,Hennie Osvaldo,Mat Bramar,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00860,Hennie_Osvaldo,Dante_Coginian,Hennie Osvaldo,Dante Coginian,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00861,Hennie_Osvaldo,Carla_Forluniau,Hennie Osvaldo,Carla Forluniau,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00862,Hennie_Osvaldo,Linda_Lagos,Hennie Osvaldo,Linda Lagos,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00863,Hennie_Osvaldo,Cornelia_Lais,Hennie Osvaldo,Cornelia Lais,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00864,Hennie_Osvaldo,Anda_Ribera,Hennie Osvaldo,Anda Ribera,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00865,Isande_Borrasca,Hideki_Cocinaro,Isande Borrasca,Hideki Cocinaro,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00866,Dante_Coginian,Hideki_Cocinaro,Dante Coginian,Hideki Cocinaro,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00867,Claudio_Hawelon,Isia_Vann,Claudio Hawelon,Isia Vann,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00868,Kare_Orilla,Gustav_Cazar,Kare Orilla,Gustav Cazar,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00869,Irene_Nant,Valeria_Morlun,Irene Nant,Valeria Morlun,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00870,Emile_Arpa,Cecilia_Morluniau,Emile Arpa,Cecilia Morluniau,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00871,Lars_Azada,Gustav_Cazar,Lars Azada,Gustav Cazar,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00872,Isia_Vann,Loreto_Bodrogi,Isia Vann,Loreto Bodrogi,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00873,Isia_Vann,Edvard_Vann,Isia Vann,Edvard Vann,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00874,Kanon_Herrero,Loreto_Bodrogi,Kanon Herrero,Loreto Bodrogi,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00875,Felix_Balas,Gustav_Cazar,Felix Balas,Gustav Cazar,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00876,Marin_Onda,Birgitta_Frente,Marin Onda,Birgitta Frente,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00877,Marin_Onda,Axel_Calzas,Marin Onda,Axel Calzas,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00878,Marin_Onda,Lidelse_Dedos,Marin Onda,Lidelse Dedos,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00879,Emile_Arpa,Lucas_Alcazar,Emile Arpa,Lucas Alcazar,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00880,Henk_Mies,Inga_Ferro,Henk Mies,Inga Ferro,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00881,Hideki_Cocinaro,Minke_Mies,Hideki Cocinaro,Minke Mies,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00882,Hideki_Cocinaro,Edvard_Vann,Hideki Cocinaro,Edvard Vann,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00883,Adra_Nubarron,Rachel_Pantanal,Adra Nubarron,Rachel Pantanal,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00884,Adra_Nubarron,Ingrid_Barranco,Adra Nubarron,Ingrid Barranco,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00885,Adra_Nubarron,Ada_Campo_Corrente,Adra Nubarron,Ada Campo-Corrente,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00886,Adra_Nubarron,Sten_Sanjorge_Jr,Adra Nubarron,Sten Sanjorge Jr,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00887,Adra_Nubarron,Orhan_Strum,Adra Nubarron,Orhan Strum,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00888,Adra_Nubarron,Willem_Vasco_Pais,Adra Nubarron,Willem Vasco-Pais,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00889,Adra_Nubarron,Bertrand_Ovan,Adra Nubarron,Bertrand Ovan,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00890,Adra_Nubarron,Albina_Hafon,Adra Nubarron,Albina Hafon,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00891,Adra_Nubarron,Benito_Hawelon,Adra Nubarron,Benito Hawelon,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00892,Adra_Nubarron,Claudio_Hawelon,Adra Nubarron,Claudio Hawelon,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00893,Adra_Nubarron,Henk_Mies,Adra Nubarron,Henk Mies,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00894,Adra_Nubarron,Valeria_Morlun,Adra Nubarron,Valeria Morlun,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00895,Adra_Nubarron,Adan_Morlun,Adra Nubarron,Adan Morlun,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00896,Adra_Nubarron,Irene_Nant,Adra Nubarron,Irene Nant,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00897,Adra_Nubarron,Dylan_Scozzese,Adra Nubarron,Dylan Scozzese,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00898,Adra_Nubarron,Lucas_Alcazar,Adra Nubarron,Lucas Alcazar,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00899,Adra_Nubarron,Isak_Baza,Adra Nubarron,Isak Baza,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00900,Adra_Nubarron,Linnea_Bergen,Adra Nubarron,Linnea Bergen,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00901,Adra_Nubarron,Nils_Calixto,Adra Nubarron,Nils Calixto,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00902,Adra_Nubarron,Sven_Flecha,Adra Nubarron,Sven Flecha,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00903,Adra_Nubarron,Hideki_Cocinaro,Adra Nubarron,Hideki Cocinaro,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00904,Adra_Nubarron,Inga_Ferro,Adra Nubarron,Inga Ferro,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00905,Adra_Nubarron,Loreto_Bodrogi,Adra Nubarron,Loreto Bodrogi,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00906,Adra_Nubarron,Isia_Vann,Adra Nubarron,Isia Vann,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00907,Adra_Nubarron,Stenig_Fusil,Adra Nubarron,Stenig Fusil,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00908,Adra_Nubarron,Hennie_Osvaldo,Adra Nubarron,Hennie Osvaldo,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00909,Adra_Nubarron,Kanon_Herrero,Adra Nubarron,Kanon Herrero,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00910,Adra_Nubarron,Varja_Lagos,Adra Nubarron,Varja Lagos,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00911,Adra_Nubarron,Minke_Mies,Adra Nubarron,Minke Mies,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00912,Adra_Nubarron,Felix_Resumir,Adra Nubarron,Felix Resumir,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00913,Adra_Nubarron,Edvard_Vann,Adra Nubarron,Edvard Vann,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00914,Adra_Nubarron,Emile_Arpa,Adra Nubarron,Emile Arpa,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00915,Adra_Nubarron,Varro_Awelon,Adra Nubarron,Varro Awelon,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00916,Adra_Nubarron,Mat_Bramar,Adra Nubarron,Mat Bramar,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00917,Adra_Nubarron,Dante_Coginian,Adra Nubarron,Dante Coginian,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00918,Adra_Nubarron,Carla_Forluniau,Adra Nubarron,Carla Forluniau,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00919,Adra_Nubarron,Linda_Lagos,Adra Nubarron,Linda Lagos,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00920,Adra_Nubarron,Cornelia_Lais,Adra Nubarron,Cornelia Lais,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00921,Adra_Nubarron,Anda_Ribera,Adra Nubarron,Anda Ribera,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00922,Isia_Vann,Varja_Lagos,Isia Vann,Varja Lagos,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00923,Benito_Hawelon,Bertrand_Ovan,Benito Hawelon,Bertrand Ovan,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00924,Minke_Mies,Nils_Calixto,Minke Mies,Nils Calixto,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00925,Marin_Onda,Emile_Arpa,Marin Onda,Emile Arpa,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00926,Emile_Arpa,Marin_Onda,Emile Arpa,Marin Onda,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00927,Varro_Awelon,Emile_Arpa,Varro Awelon,Emile Arpa,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00928,Anda_Ribera,Henk_Mies,Anda Ribera,Henk Mies,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00929,Valeria_Morlun,Albina_Hafon,Valeria Morlun,Albina Hafon,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00930,Valeria_Morlun,Emile_Arpa,Valeria Morlun,Emile Arpa,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00931,Valeria_Morlun,Adan_Morlun,Valeria Morlun,Adan Morlun,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00932,Loreto_Bodrogi,Hideki_Cocinaro,Loreto Bodrogi,Hideki Cocinaro,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00933,Inga_Ferro,Stenig_Fusil,Inga Ferro,Stenig Fusil,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00934,Anda_Ribera,Lars_Azada,Anda Ribera,Lars Azada,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00935,Dante_Coginian,Bertrand_Ovan,Dante Coginian,Bertrand Ovan,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00936,Irene_Nant,Orhan_Strum,Irene Nant,Orhan Strum,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00937,Birgitta_Frente,Isak_Baza,Birgitta Frente,Isak Baza,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00938,Inga_Ferro,Hideki_Cocinaro,Inga Ferro,Hideki Cocinaro,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00939,Inga_Ferro,Felix_Resumir,Inga Ferro,Felix Resumir,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00940,Inga_Ferro,Edvard_Vann,Inga Ferro,Edvard Vann,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00941,Varro_Awelon,Carla_Forluniau,Varro Awelon,Carla Forluniau,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00942,Orhan_Strum,Gustav_Cazar,Orhan Strum,Gustav Cazar,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00943,Carla_Forluniau,Varro_Awelon,Carla Forluniau,Varro Awelon,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00944,Vira_Frente,Minke_Mies,Vira Frente,Minke Mies,email_communication,3,email_headers,,,邮件通信次数,high,email_network.csv,
E00945,Media_International_Times,Media_World_Source,International Times,World Source,same_story_or_derivative_relation,2,source_relation,EVT-0001,1982-10-02,Centrum's central role in the Tethan Gas Industry,medium,source_relations.csv,likely_primary_article_id=638
E00946,Media_Everyday_News,Media_The_Continent,Everyday News,The Continent,same_story_or_derivative_relation,2,source_relation,EVT-0002,1982-10-03,Central paper of the center in the industry of the gas of Tethan,medium,source_relations.csv,likely_primary_article_id=214
E00947,Media_World_Source,Media_International_Times,World Source,International Times,same_story_or_derivative_relation,2,source_relation,EVT-0003,1984-05-03,Shale gas pioneer plans world's first offshore wells in Mediterranean Sea,medium,source_relations.csv,likely_primary_article_id=564
E00948,Media_Everyday_News,Media_The_Continent,Everyday News,The Continent,same_story_or_derivative_relation,2,source_relation,EVT-0004,1984-05-05,The pioneer of the gas of the slate plans first wells outside coast of the world in the Mediterranean Sea,medium,source_relations.csv,likely_primary_article_id=496
E00949,Media_News_Online_Today,Media_Who_What_News,News Online Today,Who What News,same_story_or_derivative_relation,2,source_relation,EVT-0005,1992-12-12,KRONOS GOVERNMENT PLANS TAX BREAKS TO ENCOURAGE FOREIGN INVESTMENT,medium,source_relations.csv,likely_primary_article_id=380
E00950,Media_News_Online_Today,Media_International_News,News Online Today,International News,same_story_or_derivative_relation,3,source_relation,EVT-0006,1993-01-19,Government Announces Tax Incentives For Foreign Investment,medium,source_relations.csv,likely_primary_article_id=103
E00951,Media_News_Online_Today,Media_The_Guide,News Online Today,The Guide,same_story_or_derivative_relation,3,source_relation,EVT-0006,1993-01-19,Government Announces Tax Incentives For Foreign Investment,medium,source_relations.csv,likely_primary_article_id=103
E00952,Media_The_Truth,Media_Worldwise,The Truth,Worldwise,same_story_or_derivative_relation,2,source_relation,EVT-0007,1993-01-20,The government announces the incentives of the tax for foreign investment,medium,source_relations.csv,likely_primary_article_id=632
E00953,Media_Homeland_Illumination,Media_All_News_Today,Homeland Illumination,All News Today,same_story_or_derivative_relation,2,source_relation,EVT-0008,1993-02-02,LACK OF DETAILS MARS GOVERNMENT INTENTIONS,medium,source_relations.csv,likely_primary_article_id=681
E00954,Media_News_Online_Today,Media_The_Guide,News Online Today,The Guide,same_story_or_derivative_relation,2,source_relation,EVT-0009,1993-03-13,Government Strikes Deal with GAStech International,medium,source_relations.csv,likely_primary_article_id=367
E00955,Media_Worldwise,Media_The_Truth,Worldwise,The Truth,same_story_or_derivative_relation,2,source_relation,EVT-0010,1993-03-14,The strikes of government treat international GAStech,medium,source_relations.csv,likely_primary_article_id=114
E00956,Media_The_World,Media_Who_What_News,The World,Who What News,same_story_or_derivative_relation,2,source_relation,EVT-0011,1993-09-19,UPGRADES NEEDED FOR ABILA'S DEEP WATER PORT,medium,source_relations.csv,likely_primary_article_id=736
E00957,Media_The_General_Post,Media_The_Light_of_Truth,The General Post,The Light of Truth,same_story_or_derivative_relation,3,source_relation,EVT-0012,1993-09-21,THE IMPROVEMENTS NEEDED FOR THE DEEP PORT OF ABILA,medium,source_relations.csv,likely_primary_article_id=723
E00958,Media_The_General_Post,Media_The_Tulip,The General Post,The Tulip,same_story_or_derivative_relation,3,source_relation,EVT-0012,1993-09-21,THE IMPROVEMENTS NEEDED FOR THE DEEP PORT OF ABILA,medium,source_relations.csv,likely_primary_article_id=723
E00959,Media_The_General_Post,Media_News_Online_Today,The General Post,News Online Today,same_story_or_derivative_relation,5,source_relation,EVT-0013,1994-02-18,"THE PROMINENT BUSINESS, CIVIC LEADER DIES IN 65",medium,source_relations.csv,likely_primary_article_id=478
E00960,Media_The_General_Post,Media_The_Light_of_Truth,The General Post,The Light of Truth,same_story_or_derivative_relation,5,source_relation,EVT-0013,1994-02-18,"THE PROMINENT BUSINESS, CIVIC LEADER DIES IN 65",medium,source_relations.csv,likely_primary_article_id=478
E00961,Media_The_General_Post,Media_The_Tulip,The General Post,The Tulip,same_story_or_derivative_relation,5,source_relation,EVT-0013,1994-02-18,"THE PROMINENT BUSINESS, CIVIC LEADER DIES IN 65",medium,source_relations.csv,likely_primary_article_id=478
E00962,Media_The_General_Post,Media_Who_What_News,The General Post,Who What News,same_story_or_derivative_relation,5,source_relation,EVT-0013,1994-02-18,"THE PROMINENT BUSINESS, CIVIC LEADER DIES IN 65",medium,source_relations.csv,likely_primary_article_id=478
E00963,Media_News_Online_Today,Media_Who_What_News,News Online Today,Who What News,same_story_or_derivative_relation,2,source_relation,EVT-0014,1994-09-24,GASTECH'S EXPANSION REACHES THE SHORES OF KRONOS,medium,source_relations.csv,likely_primary_article_id=534
E00964,Media_The_General_Post,Media_The_Light_of_Truth,The General Post,The Light of Truth,same_story_or_derivative_relation,3,source_relation,EVT-0015,1994-09-25,THE EXTENSION OF GASTECH REACHES THE KRONOS BORDERS,medium,source_relations.csv,likely_primary_article_id=192
E00965,Media_The_General_Post,Media_The_Tulip,The General Post,The Tulip,same_story_or_derivative_relation,3,source_relation,EVT-0015,1994-09-25,THE EXTENSION OF GASTECH REACHES THE KRONOS BORDERS,medium,source_relations.csv,likely_primary_article_id=192
E00966,Media_News_Online_Today,Media_The_World,News Online Today,The World,same_story_or_derivative_relation,3,source_relation,EVT-0016,1995-03-30,DRILLING TECHNIQUE BANNED IN TETHYS,medium,source_relations.csv,likely_primary_article_id=314
