email_id,from_email,from_name,from_domain,from_org,to_emails,to_names,to_count,to_domains,to_orgs,date_raw,date,subject,thread_subject,topics
705,Sven.Flecha@gastech.com.kronos,Sven Flecha,gastech.com.kronos,GAStech-Kronos,Lucas.Alcazar@gastech.com.kronos; Isak.Baza@gastech.com.kronos; Nils.Calixto@gastech.com.kronos; Sven.Flecha@gastech.com.kronos,Lucas Alcazar; Isak Baza; Nils Calixto; Sven Flecha,4,gastech.com.kronos,GAStech-Kronos,1/14/2014 12:58,2014-01-14 12:58,RE: Action: Review network logs,Action: Review network logs,
706,Sven.Flecha@gastech.com.kronos,Sven Flecha,gastech.com.kronos,GAStech-Kronos,Lucas.Alcazar@gastech.com.kronos; Isak.Baza@gastech.com.kronos; Nils.Calixto@gastech.com.kronos; Sven.Flecha@gastech.com.kronos,Lucas Alcazar; Isak Baza; Nils Calixto; Sven Flecha,4,gastech.com.kronos,GAStech-Kronos,1/14/2014 13:01,2014-01-14 13:01,RE: Man your battlestations!,Man your battlestations!,
707,Willem.Vasco-Pais@gastech.com.kronos,Willem Vasco-Pais,gastech.com.kronos,GAStech-Kronos,Sten.Sanjorge Jr.@gastech.com.tethys; Willem.Vasco-Pais@gastech.com.kronos,Sten Sanjorge Jr ; Willem Vasco-Pais,2,gastech.com.kronos; gastech.com.tethys,GAStech-Kronos; GAStech-Tethys,1/14/2014 13:07,2014-01-14 13:07,Operational efficiencies,Operational efficiencies,
708,Isak.Baza@gastech.com.kronos,Isak Baza,gastech.com.kronos,GAStech-Kronos,Lucas.Alcazar@gastech.com.kronos; Isak.Baza@gastech.com.kronos; Nils.Calixto@gastech.com.kronos; Sven.Flecha@gastech.com.kronos,Lucas Alcazar; Isak Baza; Nils Calixto; Sven Flecha,4,gastech.com.kronos,GAStech-Kronos,1/14/2014 13:12,2014-01-14 13:12,RE: Man your battlestations!,Man your battlestations!,
709,Rachel.Pantanal@gastech.com.kronos,Rachel Pantanal,gastech.com.kronos,GAStech-Kronos,Mat.Bramar@gastech.com.kronos; Anda.Ribera@gastech.com.kronos; Rachel.Pantanal@gastech.com.kronos; Linda.Lagos@gastech.com.kronos; Ruscella.Mies.Haber@gastech.com.kronos; Carla.Forluniau@gastech.com.kronos; Cornelia.Lais@gastech.com.kronos,Mat Bramar; Anda Ribera; Rachel Pantanal; Linda Lagos; Ruscella Mies Haber; Carla Forluniau; Cornelia Lais,7,gastech.com.kronos,GAStech-Kronos,1/14/2014 13:15,2014-01-14 13:15,Training opportunity,Training opportunity,
710,Orhan.Strum@gastech.com.kronos,Orhan Strum,gastech.com.kronos,GAStech-Kronos,Willem.Vasco-Pais@gastech.com.kronos; Orhan.Strum@gastech.com.kronos,Willem Vasco-Pais; Orhan Strum,2,gastech.com.kronos,GAStech-Kronos,1/14/2014 13:15,2014-01-14 13:15,Maximizing quarterly profits,Maximizing quarterly profits,business
711,Bertrand.Ovan@gastech.com.kronos,Bertrand Ovan,gastech.com.kronos,GAStech-Kronos,Emile.Arpa@gastech.com.kronos; Varro.Awelon@gastech.com.kronos; Dante.Coginian@gastech.com.kronos; Albina.Hafon@gastech.com.kronos; Benito.Hawelon@gastech.com.kronos; Claudio.Hawelon@gastech.com.kronos; Henk.Mies@gastech.com.kronos; Valeria.Morlun@gastech.com.kronos; Adan.Morlun@gastech.com.kronos; Cecilia.Morluniau@gastech.com.kronos; Irene.Nant@gastech.com.kronos; Dylan.Scozzese@gastech.com.kronos,Emile Arpa; Varro Awelon; Dante Coginian; Albina Hafon; Benito Hawelon; Claudio Hawelon; Henk Mies; Valeria Morlun; Adan Morlun; Cecilia Morluniau; Irene Nant; Dylan Scozzese,12,gastech.com.kronos,GAStech-Kronos,1/14/2014 13:17,2014-01-14 13:17,Facilities preparations for VIP visit,Facilities preparations for VIP visit,security
712,Nils.Calixto@gastech.com.kronos,Nils Calixto,gastech.com.kronos,GAStech-Kronos,Lucas.Alcazar@gastech.com.kronos; Isak.Baza@gastech.com.kronos; Nils.Calixto@gastech.com.kronos; Sven.Flecha@gastech.com.kronos,Lucas Alcazar; Isak Baza; Nils Calixto; Sven Flecha,4,gastech.com.kronos,GAStech-Kronos,1/14/2014 13:20,2014-01-14 13:20,RE: Take a look at this,Take a look at this,
713,Nils.Calixto@gastech.com.kronos,Nils Calixto,gastech.com.kronos,GAStech-Kronos,Lucas.Alcazar@gastech.com.kronos; Isak.Baza@gastech.com.kronos; Nils.Calixto@gastech.com.kronos; Sven.Flecha@gastech.com.kronos,Lucas Alcazar; Isak Baza; Nils Calixto; Sven Flecha,4,gastech.com.kronos,GAStech-Kronos,1/14/2014 13:27,2014-01-14 13:27,RE: Man your battlestations!,Man your battlestations!,
714,Nils.Calixto@gastech.com.kronos,Nils Calixto,gastech.com.kronos,GAStech-Kronos,Lucas.Alcazar@gastech.com.kronos; Isak.Baza@gastech.com.kronos; Nils.Calixto@gastech.com.kronos; Sven.Flecha@gastech.com.kronos,Lucas Alcazar; Isak Baza; Nils Calixto; Sven Flecha,4,gastech.com.kronos,GAStech-Kronos,1/14/2014 13:34,2014-01-14 13:34,RE: Man your battlestations!,Man your battlestations!,
715,Anda.Ribera@gastech.com.kronos,Anda Ribera,gastech.com.kronos,GAStech-Kronos,Lars.Azada@gastech.com.kronos,Lars Azada,1,gastech.com.kronos,GAStech-Kronos,1/14/2014 13:35,2014-01-14 13:35,RE: Whos tracking the office pool,Whos tracking the office pool,
716,Sven.Flecha@gastech.com.kronos,Sven Flecha,gastech.com.kronos,GAStech-Kronos,Lucas.Alcazar@gastech.com.kronos; Isak.Baza@gastech.com.kronos; Nils.Calixto@gastech.com.kronos; Sven.Flecha@gastech.com.kronos,Lucas Alcazar; Isak Baza; Nils Calixto; Sven Flecha,4,gastech.com.kronos,GAStech-Kronos,1/14/2014 13:35,2014-01-14 13:35,RE: Seeing strange network activity,Seeing strange network activity,
717,Nils.Calixto@gastech.com.kronos,Nils Calixto,gastech.com.kronos,GAStech-Kronos,Lucas.Alcazar@gastech.com.kronos; Isak.Baza@gastech.com.kronos; Nils.Calixto@gastech.com.kronos; Sven.Flecha@gastech.com.kronos,Lucas Alcazar; Isak Baza; Nils Calixto; Sven Flecha,4,gastech.com.kronos,GAStech-Kronos,1/14/2014 13:38,2014-01-14 13:38,RE: Can someone verify this behavior?,Can someone verify this behavior?,
718,Willem.Vasco-Pais@gastech.com.kronos,Willem Vasco-Pais,gastech.com.kronos,GAStech-Kronos,Ada.Campo-Corrente@gastech.com.kronos; Orhan.Strum@gastech.com.kronos; Willem.Vasco-Pais@gastech.com.kronos; Ingrid.Barranco@gastech.com.kronos,Ada Campo-Corrente; Orhan Strum; Willem Vasco-Pais; Ingrid Barranco,4,gastech.com.kronos,GAStech-Kronos,1/14/2014 13:39,2014-01-14 13:39,Impact of local politics on profit margin,Impact of local politics on profit margin,business
719,Adan.Morlun@gastech.com.kronos,Adan Morlun,gastech.com.kronos,GAStech-Kronos,Rachel.Pantanal@gastech.com.kronos; Lars.Azada@gastech.com.kronos; Felix.Balas@gastech.com.kronos; Isande.Borrasca@gastech.com.kronos; Axel.Calzas@gastech.com.kronos; Gustav.Cazar@gastech.com.kronos; Lidelse.Dedos@gastech.com.kronos; Birgitta.Frente@gastech.com.kronos; Vira.Frente@gastech.com.kronos; Adra.Nubarron@gastech.com.kronos; Marin.Onda@gastech.com.kronos; Kare.Orilla@gastech.com.kronos; Elsa.Orilla@gastech.com.kronos; Brand.Tempestad@gastech.com.kronos; Ingrid.Barranco@gastech.com.kronos; Ada.Campo-Corrente@gastech.com.kronos; Sten.Sanjorge Jr.@gastech.com.kronos; Orhan.Strum@gastech.com.kronos; Willem.Vasco-Pais@gastech.com.kronos; Bertrand.Ovan@gastech.com.kronos; Albina.Hafon@gastech.com.kronos; Benito.Hawelon@gastech.com.kronos; Claudio.Hawelon@gastech.com.kronos; Henk.Mies@gastech.com.kronos; Valeria.Morlun@gastech.com.kronos; Adan.Morlun@gastech.com.kronos; Cecilia.Morluniau@gastech.com.kronos; Irene.Nant@gastech.com.kronos; Dylan.Scozzese@gastech.com.kronos; Lucas.Alcazar@gastech.com.kronos; Isak.Baza@gastech.com.kronos; Linnea.Bergen@gastech.com.kronos; Nils.Calixto@gastech.com.kronos; Sven.Flecha@gastech.com.kronos; Hideki.Cocinaro@gastech.com.kronos; Inga.Ferro@gastech.com.kronos; Loreto.Bodrogi@gastech.com.kronos; Isia.Vann@gastech.com.kronos; Stenig.Fusil@gastech.com.kronos; Hennie.Osvaldo@gastech.com.kronos; Kanon.Herrero@gastech.com.kronos; Varja.Lagos@gastech.com.kronos; Minke.Mies@gastech.com.kronos; Felix.Resumir@gastech.com.kronos; Edvard.Vann@gastech.com.kronos; Emile.Arpa@gastech.com.kronos; Varro.Awelon@gastech.com.kronos; Mat.Bramar@gastech.com.kronos; Dante.Coginian@gastech.com.kronos; Carla.Forluniau@gastech.com.kronos; Linda.Lagos@gastech.com.kronos; Cornelia.Lais@gastech.com.kronos; Ruscella.Mies.Haber@gastech.com.kronos; Anda.Ribera@gastech.com.kronos,Rachel Pantanal; Lars Azada; Felix Balas; Isande Borrasca; Axel Calzas; Gustav Cazar; Lidelse Dedos; Birgitta Frente; Vira Frente; Adra Nubarron; Marin Onda; Kare Orilla; Elsa Orilla; Brand Tempestad; Ingrid Barranco; Ada Campo-Corrente; Sten Sanjorge Jr ; Orhan Strum; Willem Vasco-Pais; Bertrand Ovan; Albina Hafon; Benito Hawelon; Claudio Hawelon; Henk Mies; Valeria Morlun; Adan Morlun; Cecilia Morluniau; Irene Nant; Dylan Scozzese; Lucas Alcazar; Isak Baza; Linnea Bergen; Nils Calixto; Sven Flecha; Hideki Cocinaro; Inga Ferro; Loreto Bodrogi; Isia Vann; Stenig Fusil; Hennie Osvaldo; Kanon Herrero; Varja Lagos; Minke Mies; Felix Resumir; Edvard Vann; Emile Arpa; Varro Awelon; Mat Bramar; Dante Coginian; Carla Forluniau; Linda Lagos; Cornelia Lais; Ruscella Mies Haber; Anda Ribera,54,gastech.com.kronos,GAStech-Kronos,1/14/2014 13:41,2014-01-14 13:41,RE: Mandatory training,Mandatory training,
720,Isande.Borrasca@gastech.com.kronos,Isande Borrasca,gastech.com.kronos,GAStech-Kronos,Vira.Frente@gastech.com.kronos; Felix.Balas@gastech.com.kronos; Axel.Calzas@gastech.com.kronos,Vira Frente; Felix Balas; Axel Calzas,3,gastech.com.kronos,GAStech-Kronos,1/14/2014 13:43,2014-01-14 13:43,Wellhead flow rate data,Wellhead flow rate data,environment
721,Orhan.Strum@gastech.com.kronos,Orhan Strum,gastech.com.kronos,GAStech-Kronos,Willem.Vasco-Pais@gastech.com.kronos; Orhan.Strum@gastech.com.kronos,Willem Vasco-Pais; Orhan Strum,2,gastech.com.kronos,GAStech-Kronos,1/14/2014 13:43,2014-01-14 13:43,RE: Maximizing quarterly profits,Maximizing quarterly profits,business
722,Isak.Baza@gastech.com.kronos,Isak Baza,gastech.com.kronos,GAStech-Kronos,Lucas.Alcazar@gastech.com.kronos; Isak.Baza@gastech.com.kronos; Nils.Calixto@gastech.com.kronos; Sven.Flecha@gastech.com.kronos,Lucas Alcazar; Isak Baza; Nils Calixto; Sven Flecha,4,gastech.com.kronos,GAStech-Kronos,1/14/2014 13:43,2014-01-14 13:43,RE: Man your battlestations!,Man your battlestations!,
723,Nils.Calixto@gastech.com.kronos,Nils Calixto,gastech.com.kronos,GAStech-Kronos,Lucas.Alcazar@gastech.com.kronos; Isak.Baza@gastech.com.kronos; Nils.Calixto@gastech.com.kronos; Sven.Flecha@gastech.com.kronos,Lucas Alcazar; Isak Baza; Nils Calixto; Sven Flecha,4,gastech.com.kronos,GAStech-Kronos,1/14/2014 13:43,2014-01-14 13:43,RE: Seeing strange network activity,Seeing strange network activity,
724,Albina.Hafon@gastech.com.kronos,Albina Hafon,gastech.com.kronos,GAStech-Kronos,Dylan.Scozzese@gastech.com.kronos; Claudio.Hawelon@gastech.com.kronos; Emile.Arpa@gastech.com.kronos; Irene.Nant@gastech.com.kronos,Dylan Scozzese; Claudio Hawelon; Emile Arpa; Irene Nant,4,gastech.com.kronos,GAStech-Kronos,1/14/2014 13:43,2014-01-14 13:43,Traffic advisory for today,Traffic advisory for today,
725,Orhan.Strum@gastech.com.kronos,Orhan Strum,gastech.com.kronos,GAStech-Kronos,Willem.Vasco-Pais@gastech.com.kronos; Orhan.Strum@gastech.com.kronos,Willem Vasco-Pais; Orhan Strum,2,gastech.com.kronos,GAStech-Kronos,1/14/2014 13:48,2014-01-14 13:48,RE: Maximizing quarterly profits,Maximizing quarterly profits,business
726,Lucas.Alcazar@gastech.com.kronos,Lucas Alcazar,gastech.com.kronos,GAStech-Kronos,Lucas.Alcazar@gastech.com.kronos; Isak.Baza@gastech.com.kronos; Nils.Calixto@gastech.com.kronos; Sven.Flecha@gastech.com.kronos,Lucas Alcazar; Isak Baza; Nils Calixto; Sven Flecha,4,gastech.com.kronos,GAStech-Kronos,1/14/2014 13:51,2014-01-14 13:51,RE: Seeing strange network activity,Seeing strange network activity,
727,Lucas.Alcazar@gastech.com.kronos,Lucas Alcazar,gastech.com.kronos,GAStech-Kronos,Lucas.Alcazar@gastech.com.kronos; Isak.Baza@gastech.com.kronos; Nils.Calixto@gastech.com.kronos; Sven.Flecha@gastech.com.kronos,Lucas Alcazar; Isak Baza; Nils Calixto; Sven Flecha,4,gastech.com.kronos,GAStech-Kronos,1/14/2014 14:00,2014-01-14 14:00,RE: Can someone verify this behavior?,Can someone verify this behavior?,
728,Lucas.Alcazar@gastech.com.kronos,Lucas Alcazar,gastech.com.kronos,GAStech-Kronos,Lucas.Alcazar@gastech.com.kronos; Isak.Baza@gastech.com.kronos; Nils.Calixto@gastech.com.kronos; Sven.Flecha@gastech.com.kronos,Lucas Alcazar; Isak Baza; Nils Calixto; Sven Flecha,4,gastech.com.kronos,GAStech-Kronos,1/14/2014 14:02,2014-01-14 14:02,RE: Can someone verify this behavior?,Can someone verify this behavior?,
729,Felix.Balas@gastech.com.kronos,Felix Balas,gastech.com.kronos,GAStech-Kronos,Vira.Frente@gastech.com.kronos; Felix.Balas@gastech.com.kronos; Axel.Calzas@gastech.com.kronos,Vira Frente; Felix Balas; Axel Calzas,3,gastech.com.kronos,GAStech-Kronos,1/14/2014 14:10,2014-01-14 14:10,RE: Wellhead flow rate data,Wellhead flow rate data,environment
730,Inga.Ferro@gastech.com.kronos,Inga Ferro,gastech.com.kronos,GAStech-Kronos,Minke.Mies@gastech.com.kronos,Minke Mies,1,gastech.com.kronos,GAStech-Kronos,1/14/2014 14:14,2014-01-14 14:14,Late for meeting,Late for meeting,
731,Lars.Azada@gastech.com.kronos,Lars Azada,gastech.com.kronos,GAStech-Kronos,Anda.Ribera@gastech.com.kronos,Anda Ribera,1,gastech.com.kronos,GAStech-Kronos,1/14/2014 14:15,2014-01-14 14:15,RE: Whos tracking the office pool,Whos tracking the office pool,
732,Sven.Flecha@gastech.com.kronos,Sven Flecha,gastech.com.kronos,GAStech-Kronos,Lucas.Alcazar@gastech.com.kronos; Isak.Baza@gastech.com.kronos; Nils.Calixto@gastech.com.kronos; Sven.Flecha@gastech.com.kronos,Lucas Alcazar; Isak Baza; Nils Calixto; Sven Flecha,4,gastech.com.kronos,GAStech-Kronos,1/14/2014 14:19,2014-01-14 14:19,RE: Take a look at this,Take a look at this,
733,Anda.Ribera@gastech.com.kronos,Anda Ribera,gastech.com.kronos,GAStech-Kronos,Lars.Azada@gastech.com.kronos,Lars Azada,1,gastech.com.kronos,GAStech-Kronos,1/14/2014 14:22,2014-01-14 14:22,RE: Whos tracking the office pool,Whos tracking the office pool,
734,Carla.Forluniau@gastech.com.kronos,Carla Forluniau,gastech.com.kronos,GAStech-Kronos,Mat.Bramar@gastech.com.kronos; Anda.Ribera@gastech.com.kronos; Rachel.Pantanal@gastech.com.kronos; Linda.Lagos@gastech.com.kronos; Ruscella.Mies.Haber@gastech.com.kronos; Carla.Forluniau@gastech.com.kronos; Cornelia.Lais@gastech.com.kronos,Mat Bramar; Anda Ribera; Rachel Pantanal; Linda Lagos; Ruscella Mies Haber; Carla Forluniau; Cornelia Lais,7,gastech.com.kronos,GAStech-Kronos,1/14/2014 14:22,2014-01-14 14:22,RE: Babysitting recommendations,Babysitting recommendations,
735,Vira.Frente@gastech.com.kronos,Vira Frente,gastech.com.kronos,GAStech-Kronos,Vira.Frente@gastech.com.kronos; Felix.Balas@gastech.com.kronos; Axel.Calzas@gastech.com.kronos,Vira Frente; Felix Balas; Axel Calzas,3,gastech.com.kronos,GAStech-Kronos,1/14/2014 14:23,2014-01-14 14:23,RE: Wellhead flow rate data,Wellhead flow rate data,environment
736,Linnea.Bergen@gastech.com.kronos,Linnea Bergen,gastech.com.kronos,GAStech-Kronos,Inga.Ferro@gastech.com.kronos; Loreto.Bodrogi@gastech.com.kronos; Isia.Vann@gastech.com.kronos; Hennie.Osvaldo@gastech.com.kronos; Minke.Mies@gastech.com.kronos; Ruscella.Mies.Haber@gastech.com.kronos,Inga Ferro; Loreto Bodrogi; Isia Vann; Hennie Osvaldo; Minke Mies; Ruscella Mies Haber,6,gastech.com.kronos,GAStech-Kronos,1/14/2014 14:33,2014-01-14 14:33,Action: Virus detected on your system,Action: Virus detected on your system,
737,Linnea.Bergen@gastech.com.kronos,Linnea Bergen,gastech.com.kronos,GAStech-Kronos,Inga.Ferro@gastech.com.kronos; Loreto.Bodrogi@gastech.com.kronos; Isia.Vann@gastech.com.kronos; Hennie.Osvaldo@gastech.com.kronos; Minke.Mies@gastech.com.kronos; Ruscella.Mies.Haber@gastech.com.kronos,Inga Ferro; Loreto Bodrogi; Isia Vann; Hennie Osvaldo; Minke Mies; Ruscella Mies Haber,6,gastech.com.kronos,GAStech-Kronos,1/14/2014 14:33,2014-01-14 14:33,Action: Virus detected on your system,Action: Virus detected on your system,
738,Linnea.Bergen@gastech.com.kronos,Linnea Bergen,gastech.com.kronos,GAStech-Kronos,Inga.Ferro@gastech.com.kronos; Loreto.Bodrogi@gastech.com.kronos; Isia.Vann@gastech.com.kronos; Hennie.Osvaldo@gastech.com.kronos; Minke.Mies@gastech.com.kronos; Ruscella.Mies.Haber@gastech.com.kronos,Inga Ferro; Loreto Bodrogi; Isia Vann; Hennie Osvaldo; Minke Mies; Ruscella Mies Haber,6,gastech.com.kronos,GAStech-Kronos,1/14/2014 14:33,2014-01-14 14:33,Action: Virus detected on your system,Action: Virus detected on your system,
739,Lars.Azada@gastech.com.kronos,Lars Azada,gastech.com.kronos,GAStech-Kronos,Lidelse.Dedos@gastech.com.kronos,Lidelse Dedos,1,gastech.com.kronos,GAStech-Kronos,1/14/2014 14:38,2014-01-14 14:38,Supplies,Supplies,
740,Sven.Flecha@gastech.com.kronos,Sven Flecha,gastech.com.kronos,GAStech-Kronos,Lucas.Alcazar@gastech.com.kronos; Sven.Flecha@gastech.com.kronos; Isak.Baza@gastech.com.kronos,Lucas Alcazar; Sven Flecha; Isak Baza,3,gastech.com.kronos,GAStech-Kronos,1/14/2014 14:41,2014-01-14 14:41,Conference report,Conference report,
741,Valeria.Morlun@gastech.com.kronos,Valeria Morlun,gastech.com.kronos,GAStech-Kronos,Varro.Awelon@gastech.com.kronos; Claudio.Hawelon@gastech.com.kronos; Dante.Coginian@gastech.com.kronos; Dylan.Scozzese@gastech.com.kronos; Benito.Hawelon@gastech.com.kronos; Henk.Mies@gastech.com.kronos; Emile.Arpa@gastech.com.kronos,Varro Awelon; Claudio Hawelon; Dante Coginian; Dylan Scozzese; Benito Hawelon; Henk Mies; Emile Arpa,7,gastech.com.kronos,GAStech-Kronos,1/14/2014 14:48,2014-01-14 14:48,RE: Facilities preparations for VIP visit,Facilities preparations for VIP visit,security
742,Nils.Calixto@gastech.com.kronos,Nils Calixto,gastech.com.kronos,GAStech-Kronos,Lucas.Alcazar@gastech.com.kronos; Isak.Baza@gastech.com.kronos; Nils.Calixto@gastech.com.kronos; Sven.Flecha@gastech.com.kronos,Lucas Alcazar; Isak Baza; Nils Calixto; Sven Flecha,4,gastech.com.kronos,GAStech-Kronos,1/14/2014 14:58,2014-01-14 14:58,RE: Can someone verify this behavior?,Can someone verify this behavior?,
743,Sven.Flecha@gastech.com.kronos,Sven Flecha,gastech.com.kronos,GAStech-Kronos,Lucas.Alcazar@gastech.com.kronos; Isak.Baza@gastech.com.kronos; Nils.Calixto@gastech.com.kronos; Sven.Flecha@gastech.com.kronos,Lucas Alcazar; Isak Baza; Nils Calixto; Sven Flecha,4,gastech.com.kronos,GAStech-Kronos,1/14/2014 15:01,2014-01-14 15:01,RE: Can someone verify this behavior?,Can someone verify this behavior?,
744,Minke.Mies@gastech.com.kronos,Minke Mies,gastech.com.kronos,GAStech-Kronos,Inga.Ferro@gastech.com.kronos,Inga Ferro,1,gastech.com.kronos,GAStech-Kronos,1/14/2014 15:04,2014-01-14 15:04,RE: Late for meeting,Late for meeting,
745,Inga.Ferro@gastech.com.kronos,Inga Ferro,gastech.com.kronos,GAStech-Kronos,Minke.Mies@gastech.com.kronos,Minke Mies,1,gastech.com.kronos,GAStech-Kronos,1/14/2014 15:05,2014-01-14 15:05,RE: Late for meeting,Late for meeting,
746,Mat.Bramar@gastech.com.kronos,Mat Bramar,gastech.com.kronos,GAStech-Kronos,Mat.Bramar@gastech.com.kronos; Anda.Ribera@gastech.com.kronos; Rachel.Pantanal@gastech.com.kronos; Linda.Lagos@gastech.com.kronos; Ruscella.Mies.Haber@gastech.com.kronos; Carla.Forluniau@gastech.com.kronos; Cornelia.Lais@gastech.com.kronos,Mat Bramar; Anda Ribera; Rachel Pantanal; Linda Lagos; Ruscella Mies Haber; Carla Forluniau; Cornelia Lais,7,gastech.com.kronos,GAStech-Kronos,1/14/2014 15:06,2014-01-14 15:06,RE: Babysitting recommendations,Babysitting recommendations,
747,Claudio.Hawelon@gastech.com.kronos,Claudio Hawelon,gastech.com.kronos,GAStech-Kronos,Albina.Hafon@gastech.com.kronos; Emile.Arpa@gastech.com.kronos; Varro.Awelon@gastech.com.kronos,Albina Hafon; Emile Arpa; Varro Awelon,3,gastech.com.kronos,GAStech-Kronos,1/14/2014 15:13,2014-01-14 15:13,RE: Facilities preparations for VIP visit,Facilities preparations for VIP visit,security
748,Axel.Calzas@gastech.com.kronos,Axel Calzas,gastech.com.kronos,GAStech-Kronos,Vira.Frente@gastech.com.kronos; Felix.Balas@gastech.com.kronos; Axel.Calzas@gastech.com.kronos,Vira Frente; Felix Balas; Axel Calzas,3,gastech.com.kronos,GAStech-Kronos,1/14/2014 15:18,2014-01-14 15:18,RE: Wellhead flow rate data,Wellhead flow rate data,environment
749,Ada.Campo-Corrente@gastech.com.kronos,Ada Campo-Corrente,gastech.com.kronos,GAStech-Kronos,Ada.Campo-Corrente@gastech.com.kronos; Orhan.Strum@gastech.com.kronos; Willem.Vasco-Pais@gastech.com.kronos; Ingrid.Barranco@gastech.com.kronos,Ada Campo-Corrente; Orhan Strum; Willem Vasco-Pais; Ingrid Barranco,4,gastech.com.kronos,GAStech-Kronos,1/14/2014 15:20,2014-01-14 15:20,RE: Impact of local politics on profit margin,Impact of local politics on profit margin,business
750,Axel.Calzas@gastech.com.kronos,Axel Calzas,gastech.com.kronos,GAStech-Kronos,Vira.Frente@gastech.com.kronos; Felix.Balas@gastech.com.kronos; Axel.Calzas@gastech.com.kronos,Vira Frente; Felix Balas; Axel Calzas,3,gastech.com.kronos,GAStech-Kronos,1/14/2014 15:20,2014-01-14 15:20,RE: Wellhead flow rate data,Wellhead flow rate data,environment
751,Willem.Vasco-Pais@gastech.com.kronos,Willem Vasco-Pais,gastech.com.kronos,GAStech-Kronos,Ada.Campo-Corrente@gastech.com.kronos; Orhan.Strum@gastech.com.kronos; Willem.Vasco-Pais@gastech.com.kronos; Ingrid.Barranco@gastech.com.kronos,Ada Campo-Corrente; Orhan Strum; Willem Vasco-Pais; Ingrid Barranco,4,gastech.com.kronos,GAStech-Kronos,1/14/2014 15:24,2014-01-14 15:24,RE: Impact of local politics on profit margin,Impact of local politics on profit margin,business
752,Irene.Nant@gastech.com.kronos,Irene Nant,gastech.com.kronos,GAStech-Kronos,Cecilia.Morluniau@gastech.com.kronos; Claudio.Hawelon@gastech.com.kronos; Albina.Hafon@gastech.com.kronos,Cecilia Morluniau; Claudio Hawelon; Albina Hafon,3,gastech.com.kronos,GAStech-Kronos,1/14/2014 15:25,2014-01-14 15:25,Who took the toolbox out of my truck?,Who took the toolbox out of my truck?,
753,Lucas.Alcazar@gastech.com.kronos,Lucas Alcazar,gastech.com.kronos,GAStech-Kronos,Lucas.Alcazar@gastech.com.kronos; Isak.Baza@gastech.com.kronos; Nils.Calixto@gastech.com.kronos; Sven.Flecha@gastech.com.kronos,Lucas Alcazar; Isak Baza; Nils Calixto; Sven Flecha,4,gastech.com.kronos,GAStech-Kronos,1/14/2014 15:28,2014-01-14 15:28,RE: Can someone verify this behavior?,Can someone verify this behavior?,
754,Mat.Bramar@gastech.com.kronos,Mat Bramar,gastech.com.kronos,GAStech-Kronos,Mat.Bramar@gastech.com.kronos; Anda.Ribera@gastech.com.kronos; Rachel.Pantanal@gastech.com.kronos; Linda.Lagos@gastech.com.kronos; Ruscella.Mies.Haber@gastech.com.kronos; Carla.Forluniau@gastech.com.kronos; Cornelia.Lais@gastech.com.kronos,Mat Bramar; Anda Ribera; Rachel Pantanal; Linda Lagos; Ruscella Mies Haber; Carla Forluniau; Cornelia Lais,7,gastech.com.kronos,GAStech-Kronos,1/14/2014 15:28,2014-01-14 15:28,RE: Babysitting recommendations,Babysitting recommendations,
755,Minke.Mies@gastech.com.kronos,Minke Mies,gastech.com.kronos,GAStech-Kronos,Inga.Ferro@gastech.com.kronos,Inga Ferro,1,gastech.com.kronos,GAStech-Kronos,1/14/2014 15:36,2014-01-14 15:36,RE: Late for meeting,Late for meeting,
756,Mat.Bramar@gastech.com.kronos,Mat Bramar,gastech.com.kronos,GAStech-Kronos,Mat.Bramar@gastech.com.kronos; Anda.Ribera@gastech.com.kronos; Rachel.Pantanal@gastech.com.kronos; Linda.Lagos@gastech.com.kronos; Ruscella.Mies.Haber@gastech.com.kronos; Carla.Forluniau@gastech.com.kronos; Cornelia.Lais@gastech.com.kronos,Mat Bramar; Anda Ribera; Rachel Pantanal; Linda Lagos; Ruscella Mies Haber; Carla Forluniau; Cornelia Lais,7,gastech.com.kronos,GAStech-Kronos,1/14/2014 15:37,2014-01-14 15:37,RE: Too funy - you have to see this...,Too funy - you have to see this...,
757,Cecilia.Morluniau@gastech.com.kronos,Cecilia Morluniau,gastech.com.kronos,GAStech-Kronos,Irene.Nant@gastech.com.kronos; Albina.Hafon@gastech.com.kronos,Irene Nant; Albina Hafon,2,gastech.com.kronos,GAStech-Kronos,1/14/2014 15:37,2014-01-14 15:37,RE: Be Careful!,Be Careful!,
758,Nils.Calixto@gastech.com.kronos,Nils Calixto,gastech.com.kronos,GAStech-Kronos,Lucas.Alcazar@gastech.com.kronos; Isak.Baza@gastech.com.kronos; Nils.Calixto@gastech.com.kronos; Sven.Flecha@gastech.com.kronos,Lucas Alcazar; Isak Baza; Nils Calixto; Sven Flecha,4,gastech.com.kronos,GAStech-Kronos,1/14/2014 15:42,2014-01-14 15:42,RE: Can someone verify this behavior?,Can someone verify this behavior?,
